"CaseNumber","Subject","Priority","Owner","Classification","RelatedObject","WorkbookTheme","DevWorkBucket","DevReadiness","ProposedDryRunAction","TargetApiNames","TargetFieldCount","CandidateActiveFlows","CandidateValidationRules","CandidateTriggers","CandidateApexClasses","CandidateUiBundles","RequiredTestData","ProductionWriteRequiredEventually"
"00009873","synced to Intacct with no BS","Medium","Louise Harrison","Salesforce Error","Intacct","Data","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity; Item_Receipt__c; Invoice__c","830","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost","dlrs_InvoiceTrigger; ItemReceiptTrigger; P_InvoiceTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; itemReceiptProductPaginatorLwc; itemReceiptSelectionLwc; swapItemReceiptProductSelectionsLwc","Opportunity, Item_Receipt__c, Invoice__c records with required parents, record types, owners, products and statuses","Yes - data change after approval"
"00009874","synced to incorrect GL","Medium","Louise Harrison","Salesforce Error","Intacct","Data","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity; Item_Receipt__c; Invoice__c","830","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost","dlrs_InvoiceTrigger; ItemReceiptTrigger; P_InvoiceTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; itemReceiptProductPaginatorLwc; itemReceiptSelectionLwc; swapItemReceiptProductSelectionsLwc","Opportunity, Item_Receipt__c, Invoice__c records with required parents, record types, owners, products and statuses","Yes - data change after approval"
"00009875","O-00532757 synced to wrong GL","Medium","Louise Harrison","Salesforce Error","Intacct","Data","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity; Item_Receipt__c; Invoice__c","830","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost","dlrs_InvoiceTrigger; ItemReceiptTrigger; P_InvoiceTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; itemReceiptProductPaginatorLwc; itemReceiptSelectionLwc; swapItemReceiptProductSelectionsLwc","Opportunity, Item_Receipt__c, Invoice__c records with required parents, record types, owners, products and statuses","Yes - data change after approval"
"00009876","O-00539851 synced to wrong GL","Medium","Louise Harrison","Salesforce Error","Intacct","Data","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity; Item_Receipt__c; Invoice__c","830","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost","dlrs_InvoiceTrigger; ItemReceiptTrigger; P_InvoiceTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; itemReceiptProductPaginatorLwc; itemReceiptSelectionLwc; swapItemReceiptProductSelectionsLwc","Opportunity, Item_Receipt__c, Invoice__c records with required parents, record types, owners, products and statuses","Yes - data change after approval"
"00009944","Default Shipping Account","Medium","Dawn Boyd","Salesforce Improvement","Account","New/Edit Workflows","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Account","252","Account_Created_by_EU_UK; Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; AccountFieldUpdateFlow; AvaTax_Account_Update_AvaTax_Exemption_Message_Flow; Contact_Asynchronous_on_create_Update_Account_Number_of_Contacts; Contact_Asynchronous_on_delete_Update_Account_Number_of_Contacts; Contact_Asynchronous_on_update_Update_Account_Number_of_Contacts","Account_Name_Character_Limit; Account_named_unknown; Billing_and_Shipping_State_Length; Cant_Do_Business_in_Country_List; Cant_Edit_Trisonics_Accounts; Must_include_RGBP_Category; Shipping_Account_Preference_Control; Validate_AvaTax_Exemption_Customer_ID","AccountTrigger; LogAccountChange; P_AccountTrigger","P_AccountTriggerHandler; P_AccountTriggerHandlerTest; UpdateAccountBatch; UpdateAccountBatchTestClass","","Account records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010019","automated shipping emails to customers","Medium","Aline Ekizian","Salesforce Idea","Shipment/ZenKraft","Dashboards/Reports/Notifications","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","zkmulti__MCShipment__c","123","Create_shipment_from_customer_portal; Davis_Medical_Shipping_Email_Alert_Flow; FSL_US_On_Submit_to_Shipping_Update_Status_to_Pending_Shipment; FSL_US_On_Tracking_Update_Status_to_Parts_Probe_Shipped; MC_Shipment_Before_Delete_Delivered_Date_Roll_Up; MC_Shipment_Before_Delete_Ship_Date_Roll_Up; MC_Shipment_on_create_Delivered_Date_Roll_Up; MC_Shipment_on_create_Ship_Date_Roll_Up","","ShipmentModKeyCheck","CustomShippingFormDetailsSACtrl; CustomShippingFormDetailsSACtrlTest; CustomShippingFormDetailsWOCtrl; CustomShippingFormDetCmpCtrl; CustomShippingFormDetCmpCtrlTest","","zkmulti__MCShipment__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010078","Outlook adding not working","Medium","Robyn Nugent","Other","OTHER","BUG","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","","0","","","","","","Exact production example must be converted to sanitized test data","Only controlled metadata deployment after approval"
"00010264","Published Rates for Shipments","Medium","Dylan Buchanan","Salesforce Improvement","Shipment/ZenKraft","New/Edit Workflows","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","zkmulti__MCShipment__c","123","Create_shipment_from_customer_portal; Davis_Medical_Shipping_Email_Alert_Flow; FSL_US_On_Submit_to_Shipping_Update_Status_to_Pending_Shipment; FSL_US_On_Tracking_Update_Status_to_Parts_Probe_Shipped; MC_Shipment_Before_Delete_Delivered_Date_Roll_Up; MC_Shipment_Before_Delete_Ship_Date_Roll_Up; MC_Shipment_on_create_Delivered_Date_Roll_Up; MC_Shipment_on_create_Ship_Date_Roll_Up","","ShipmentModKeyCheck","CustomShippingFormDetailsSACtrl; CustomShippingFormDetailsSACtrlTest; CustomShippingFormDetailsWOCtrl; CustomShippingFormDetCmpCtrl; CustomShippingFormDetCmpCtrlTest","","zkmulti__MCShipment__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010500","Vendor not synched to Inttact","Medium","Ana Serrano","Other","Intacct","Data","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity; Item_Receipt__c; Invoice__c","830","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost","dlrs_InvoiceTrigger; ItemReceiptTrigger; P_InvoiceTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; itemReceiptProductPaginatorLwc; itemReceiptSelectionLwc; swapItemReceiptProductSelectionsLwc","Opportunity, Item_Receipt__c, Invoice__c records with required parents, record types, owners, products and statuses","Yes - data change after approval"
"00009312","FSL - can the SA details be visible on clicking the appointment ie ""reason for return visit"" as it currently brings up the WO as opposed to SA","High","Tom Meredith","Salesforce Improvement","Field Service Lightning","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ServiceAppointment; WorkOrder; WorkOrderLineItem","1220","Add_Coverage_Level_to_Service_Appointment_On_Creation; Assigned_Resource_Trigger_Dispatch_Tech_Call; Assigned_Resource_Trigger_Send_New_Resource_Dispatch_Email; Auto_Create_RMAs_from_Service_Appointments_for_UK; Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App","Asset_must_be_purchasing_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Dont_allow_scheduled_or_dispatched; isDueDateExist; isDurationExist; isEarliestStartTimeExist; Related_Service_with_time_dependency","CalculateTravelTimeOnServiceChange; P_ServiceWorkOrderTrigger; P_WorkOrderLineItemTrigger; TR001_Service_AfterDelete; TR001_Service_AfterInsert; TR001_Service_AfterUpdate; TR001_Service_BeforeDelete; TR001_Service_BeforeInsert","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; searchServiceAppointments","Work Order, Service Appointment, Service Resource, Assigned Resource, operating hours, mobile/dispatcher persona","Only controlled metadata deployment after approval"
"00010409","New SA Button","High","Tom Meredith","Salesforce Improvement","Work Order","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","WorkOrder; Work_Order__c","688","Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App; Create_Contract_Line_Items_Entitlements_and_Work_Orders_V4; Create_Field_Service_Work_Order_in_Salesforce; Create_FSL_Work_Order_on_SF_Objects; Create_Pricing_Request_from_Work_Order_Opportunity","Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Must_give_reason_for_cancelling; Shipping_Account_Preference_Control; UK_Closed_Work_Order_Must_Have_End_Date","P_ServiceWorkOrderTrigger; TR022_WorkOrder_AfterInsert; TR022_WorkOrder_AfterUpdate; TR022_WorkOrder_BeforeInsert; TR022_WorkOrder_BeforeUpdate; UKBusinessHours; WorkOrderTrigger; WorkOrderUpdate","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; workOrderProductHost","WorkOrder, Work_Order__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009284","Asset consumption into a repair order.","Medium","Derek Larsen","Salesforce Improvement","Asset2","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009347","Service Opps","Medium","Nicky Lloyd-Jones","Salesforce Improvement","Opportunity","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009373","Expired Contract Stage","Medium","Mindy Bender","Salesforce Improvement","Opportunity","New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009386","Warranty Contract Duplication","Medium","Mindy Bender","Salesforce Improvement","Opportunity","New Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009448","Patient Data","Medium","Jennifer Armstrong","Other","Asset2","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009450","Unqualified Drop-down menu","Medium","Julie Nickerson","Salesforce Improvement","Lead","New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Lead","194","Create_NEW_Lead_from_Existing_Contact; FSL_Mobile_Create_Lead_Autolaunched; FSL_Mobile_Create_Lead_US; Lead_Assignment_Flow_New_Simpler_Logic; Lead_Check_for_existing; Lead_Check_for_existing_Account_Account_Name; Lead_Check_for_existing_contact_Email; Lead_Check_for_existing_contact_Phone","Convert_Unknown; Lead_Source_and_Detail_Change; Modality_Field_Must_Be_Filled_Out; Product_Type_Needed; Unqualified_Reason_Required","LeadTrigger; LeadTrigger; LogLeadChange","LeadConversionController; LeadConversionController_NoAssert_Test","leadSmartConvert","Lead records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009514","Auto designating assets","Medium","Darren Stokes","Salesforce Improvement","Opportunity","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009536","Quality Alerts","Medium","Jennifer Armstrong","Salesforce Improvement","Opportunity","New Objects, New/Edit Workflows, New/Edit Fields","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009558","Exchange RMA OPPS","Medium","Gretchen Scarborough","Salesforce Improvement","Opportunity","New/Edit Workflows","Metadata configuration / automation","Buildable in Dev after representative test data is created","Retrieve scoped metadata, implement the smallest change, add Flow/Apex tests where applicable, complete persona UAT, then validate deployment.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
